,segments_start,segments_end,sentence,chunk_name,parent_name,translations
452,481.0,490.0,display को बदलने के लिए popअप menu खोलें style पर जाएँ scheme पर जाएँ wireframe विकल्प पर click करें,104662_SCzcMyA64dLtPMMJ_0089,SCzcMyA64dLtPMMJ,To change display open popup menu go to style go to scheme click on wireframe option
453,490.0,496.0,उसी प्रकार मैंने panel पर calcite mineral की cif file खोल ली है,104662_SCzcMyA64dLtPMMJ_0090,SCzcMyA64dLtPMMJ,"Similarly, I have opened the cif file of calcite mineral on the panel."
454,496.0,500.0,calcite rhombohedral crystal system me aata है,104662_SCzcMyA64dLtPMMJ_0091,SCzcMyA64dLtPMMJ,calcite rhombohedral crystal system me aata है
455,500.0,507.0,आप किसी भी crystal system की cif खोल सकते हैं और structure और symmetry विकल्पों का अन्वेषण कर सकते हैं,104662_SCzcMyA64dLtPMMJ_0092,SCzcMyA64dLtPMMJ,You can open the cif of any crystal system and explore the structure and symmetry options
456,507.0,515.0,इसे सारांशित करते हैं इस tutorial में हमने निम्न करना सीखा: crystallography open database से cif download करना,104662_SCzcMyA64dLtPMMJ_0093,SCzcMyA64dLtPMMJ,"To sum it up, in this tutorial we learned how to: download cif from crystallography open database"
457,515.0,518.0,jmol में cif खोलना,104662_SCzcMyA64dLtPMMJ_0094,SCzcMyA64dLtPMMJ,opening cif in jmol
458,518.0,521.0,unit cell और unit cell parameters को दिखाना,104662_SCzcMyA64dLtPMMJ_0095,SCzcMyA64dLtPMMJ,Display of unit cell and unit cell parameters
459,521.0,527.0,और sodium chloride graphite और calcite के crystal structures को दिखाना,104662_SCzcMyA64dLtPMMJ_0096,SCzcMyA64dLtPMMJ,and showing the crystal structures of sodium chloride graphite and calcite
460,527.0,533.0,नियत कार्य में,104662_SCzcMyA64dLtPMMJ_0097,SCzcMyA64dLtPMMJ,in assignment
461,533.0,539.0,jmol panel पर unit cell दिखाएँ और symmetry विकल्पों का अन्वेषण करें,104662_SCzcMyA64dLtPMMJ_0098,SCzcMyA64dLtPMMJ,show unit cell on jmol panel and explore symmetry options
462,539.0,542.0,यह video spoken tutorial project को सारांशित करता है,104662_SCzcMyA64dLtPMMJ_0099,SCzcMyA64dLtPMMJ,This video summarizes the spoken tutorial project
463,542.0,546.0,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,104662_SCzcMyA64dLtPMMJ_0100,SCzcMyA64dLtPMMJ,"If you do not get good bandwidth, you can download and watch it."
464,546.0,552.0,हम spoken tutorials का उपयोग करके कार्यशालाएं चलाते हैं और प्रमाणपत्र देते हैं कृपया हमसे संपर्क करें,104662_SCzcMyA64dLtPMMJ_0101,SCzcMyA64dLtPMMJ,We conduct workshops and certifications using spoken tutorials Please contact us
465,552.0,558.0,spoken tutorial project भारत सरकार के एमएचआरडी के nmeict द्वारा निधिबद्ध है,104662_SCzcMyA64dLtPMMJ_0102,SCzcMyA64dLtPMMJ,"spoken tutorial project funded by nmeict of MHRD, Government of India"
466,558.0,562.0,iit iit टी बॉम्बे से मैं श्रुति आर्य आपसे विदा लेती हूँ धन्यवाद,104662_SCzcMyA64dLtPMMJ_0103,SCzcMyA64dLtPMMJ,iit shruti arya from iit t bombay bids you farewell thank you
467,2.0,6.0,ruby में वेरिएबल्स पर स्पोकन ट्यूटोरियल में आपका स्वागत है,106319_Uhh9KzP8SyfWszeJ_0000,Uhh9KzP8SyfWszeJ,Welcome to the spoken tutorial on variables in ruby
468,6.0,9.0,इस tutorial में हम सीखेंगे,106319_Uhh9KzP8SyfWszeJ_0001,Uhh9KzP8SyfWszeJ,In this tutorial we will learn
469,9.0,13.0,वेरिएबल क्या है  ruby में सक्रिय टाइपिंग,106319_Uhh9KzP8SyfWszeJ_0002,Uhh9KzP8SyfWszeJ,what is variable active typing in ruby
470,13.0,15.0,वेरिएबल घोषित करना,106319_Uhh9KzP8SyfWszeJ_0003,Uhh9KzP8SyfWszeJ,declare variables
471,15.0,18.0,वेरिएबल के प्रकार बदलना,106319_Uhh9KzP8SyfWszeJ_0004,Uhh9KzP8SyfWszeJ,change variable type
472,18.0,20.0,वेरिएबल का स्कोप क्या है,106319_Uhh9KzP8SyfWszeJ_0005,Uhh9KzP8SyfWszeJ,what is the scope of the variable
473,20.0,23.0,वेरिएबल के प्रकार,106319_Uhh9KzP8SyfWszeJ_0006,Uhh9KzP8SyfWszeJ,type of variable
474,23.0,32.0,यहाँ हम उबंटु लिनक्स वर्जन 1204 ruby 193 उपयोग कर रहे हैं,106319_Uhh9KzP8SyfWszeJ_0007,Uhh9KzP8SyfWszeJ,here we are using ubuntu linux version 1204 ruby ​​193
475,32.0,38.0,इस ट्यूटोरियल के अनुकरण के लिए आपको लिनक्स में टर्मिनल का ज्ञान होना आवश्यक है,106319_Uhh9KzP8SyfWszeJ_0008,Uhh9KzP8SyfWszeJ,To follow this tutorial you need to have knowledge of terminal in Linux
476,38.0,41.0,आपको irb की जानकारी होनी आवश्यक है,106319_Uhh9KzP8SyfWszeJ_0009,Uhh9KzP8SyfWszeJ,you need to know irb
477,41.0,47.0,यदि नहीं तो सम्बंधित ट्यूटोरियल के लिए दिखाई गयी हमारी वेबसाइट पर जाएँ,106319_Uhh9KzP8SyfWszeJ_0010,Uhh9KzP8SyfWszeJ,If not then visit our website shown for related tutorial
478,47.0,50.0,अब मैं समझाउंगी कि वेरिएबल क्या है,106319_Uhh9KzP8SyfWszeJ_0011,Uhh9KzP8SyfWszeJ,now i will explain what is variable
479,50.0,54.0,वेरिएबल का उपयोग एक वैल्यू संचित करने के लिए होता है,106319_Uhh9KzP8SyfWszeJ_0012,Uhh9KzP8SyfWszeJ,A variable is used to store a value
480,54.0,58.0,वेरिएबल एक संदर्भ reference  है जिसे नियुक्त कर सकते हैं,106319_Uhh9KzP8SyfWszeJ_0013,Uhh9KzP8SyfWszeJ,Variable is a reference reference that can be assigned
481,58.0,64.0,ध्यान दें कि ruby वेरिएबल्स केस सेंसिटिव हैं,106319_Uhh9KzP8SyfWszeJ_0014,Uhh9KzP8SyfWszeJ,Note that ruby ​​variables are case sensitive
482,64.0,67.0,वेरिएबल का नाम अर्थपूर्ण होना चाहिए,106319_Uhh9KzP8SyfWszeJ_0015,Uhh9KzP8SyfWszeJ,variable name must be meaningful
483,67.0,80.0,वेरिएबल नाम में केवल लोअरकेस लेटर्स नम्बर्स अंडरस्कोर्स होते हैं ex : first_name,106319_Uhh9KzP8SyfWszeJ_0016,Uhh9KzP8SyfWszeJ,Variable names contain only lowercase letter numbers with underscores ex : first_name
484,80.0,83.0,अब देखते हैं सक्रीय टाइपिंग क्या है,106319_Uhh9KzP8SyfWszeJ_0017,Uhh9KzP8SyfWszeJ,Now let's see what is active typing
485,83.0,87.0,ruby एक सक्रीय टाइप्ड भाषा है,106319_Uhh9KzP8SyfWszeJ_0018,Uhh9KzP8SyfWszeJ,ruby is a dynamic typed language
486,87.0,94.0,इसका मतलब कि आपको वेरिएबल बनाते समय डेटाटाइप बताने की आवशयकता नहीं है,106319_Uhh9KzP8SyfWszeJ_0019,Uhh9KzP8SyfWszeJ,This means that you do not need to specify the datatype while creating the variable.
487,94.0,99.0,rubyइंटरप्रेटर नियत कार्य के समय डेटा टाइप निर्धारित करता है,106319_Uhh9KzP8SyfWszeJ_0020,Uhh9KzP8SyfWszeJ,rubyinterpreter determine datatype at runtime
488,99.0,105.0,अब देखते हैं कि ruby में वेरिएबल कैसे निर्धारित करें,106319_Uhh9KzP8SyfWszeJ_0021,Uhh9KzP8SyfWszeJ,Now let us see how to set variable in ruby
489,105.0,111.0,एकसाथ ctrl  alt और t कीज़ दबाकर टर्मिनल खोलें,106319_Uhh9KzP8SyfWszeJ_0022,Uhh9KzP8SyfWszeJ,Open terminal by pressing ctrl alt and t keys simultaneously
490,111.0,115.0,आपके स्क्रीन पर टर्मिनल विंडो प्रदर्शित होती है,106319_Uhh9KzP8SyfWszeJ_0023,Uhh9KzP8SyfWszeJ,Terminal window appears on your screen
491,115.0,117.0,अब irb टाइप करें,106319_Uhh9KzP8SyfWszeJ_0024,Uhh9KzP8SyfWszeJ,now type irb
492,117.0,122.0,इंटरैक्टिव ruby आरम्भ के लिए एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0025,Uhh9KzP8SyfWszeJ,press enter to start interactive ruby
493,122.0,129.0,अब टाइप करें var1 equal to 10 और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0026,Uhh9KzP8SyfWszeJ,now type var1 equal to 10 and press enter
494,129.0,135.0,यहाँ हमने एक वेरिएबल var1 घोषित किया और उसकी वैल्यू 10 निर्धारित की,106319_Uhh9KzP8SyfWszeJ_0027,Uhh9KzP8SyfWszeJ,Here we have declared a variable var1 and set its value as 10.
495,135.0,141.0,अब जाँचते हैं कि इंटरप्रेटर द्वारा दिया गया डेटाटाइप इंटीजर है या नहीं,106319_Uhh9KzP8SyfWszeJ_0028,Uhh9KzP8SyfWszeJ,Now let's check whether the datatype returned by the interpreter is Integer or not
496,141.0,157.0,अब टाइप करें var1 dot kind_underscore of question mark integer और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0029,Uhh9KzP8SyfWszeJ,Now type var1 dot kind_underscore of question mark integer and press enter
497,157.0,159.0,हमें आउटपुट true की तरह मिलेगा,106319_Uhh9KzP8SyfWszeJ_0030,Uhh9KzP8SyfWszeJ,we will get output like true
498,159.0,164.0,ruby में वेरिएबल टाइप को सक्रियता से बदल सकते हैं,106319_Uhh9KzP8SyfWszeJ_0031,Uhh9KzP8SyfWszeJ,change variable type dynamically in ruby
499,164.0,167.0,ऐसा करने के लिए इसकी एक नयी वैल्यू निर्धारित करें,106319_Uhh9KzP8SyfWszeJ_0032,Uhh9KzP8SyfWszeJ,"To do this, set a new value for"
500,167.0,173.0,इसको var 1 को एक string वैल्यू निर्धारित करके करें,106319_Uhh9KzP8SyfWszeJ_0033,Uhh9KzP8SyfWszeJ,Do this by assigning a string value to var 1
501,173.0,182.0,टाइप करें var1 equal to डबल कोट्स में hello और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0034,Uhh9KzP8SyfWszeJ,type var1 equal to hello in double quotes and press enter
502,182.0,186.0,निर्धारित वेरिएबल टाइप को सत्यापित करें,106319_Uhh9KzP8SyfWszeJ_0035,Uhh9KzP8SyfWszeJ,Verify defined variable type
503,186.0,192.0,टाइप करें var1 dot class,106319_Uhh9KzP8SyfWszeJ_0036,Uhh9KzP8SyfWszeJ,type var1 dot class
504,192.0,200.0,क्लास मेथड बताता है कि यह वेरिएबल किस क्लास का है अब एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0037,Uhh9KzP8SyfWszeJ,class method tells what class this variable belongs to now press enter
505,200.0,203.0,हमें आउटपुट string मिलता है,106319_Uhh9KzP8SyfWszeJ_0038,Uhh9KzP8SyfWszeJ,we get the output string
506,203.0,209.0,ruby ने अपने आप से वेरिएबल टाइप को इन्टिजर से स्ट्रिंग में बदल दिया है,106319_Uhh9KzP8SyfWszeJ_0039,Uhh9KzP8SyfWszeJ,ruby automatically converted variable type from integer to string
507,209.0,215.0,अब हम सीखेंगे कि वेरिएबल वैल्यू को भिन्न प्रकार से कैसे बदलें,106319_Uhh9KzP8SyfWszeJ_0040,Uhh9KzP8SyfWszeJ,Now we will learn how to change the variable value in different ways
508,215.0,218.0,वापस स्लाइड्स पर आएँ,106319_Uhh9KzP8SyfWszeJ_0041,Uhh9KzP8SyfWszeJ,back to slides
509,218.0,225.0,ruby वेरिएबल क्लासेस में उनकी वैल्यूज को भिन्न प्रकार से बदलने की विधियाँ होती हैं,106319_Uhh9KzP8SyfWszeJ_0042,Uhh9KzP8SyfWszeJ,ruby variable classes have methods to change their values ​​in different ways
510,225.0,231.0,to_i मेथड वेरिएबल को इंटीजर  में बदलने के लिए उपयोगी है,106319_Uhh9KzP8SyfWszeJ_0043,Uhh9KzP8SyfWszeJ,to_i method is useful to convert variable to integer
511,231.0,237.0,to _f मेथड वेरिएबल को फ्लोटिंग पॉइन्ट में बदलने के लिए उपयोगी है,106319_Uhh9KzP8SyfWszeJ_0044,Uhh9KzP8SyfWszeJ,to _f method is useful for converting variable to floating point
512,237.0,243.0,to_s मेथड वेरिएबल को स्ट्रिंग string में बदलने में उपयोगी है,106319_Uhh9KzP8SyfWszeJ_0045,Uhh9KzP8SyfWszeJ,to_s method is useful to convert variable to string
513,243.0,248.0,to_s मेथड नंबर बेस को आर्गुमेंट की तरह लेता है,106319_Uhh9KzP8SyfWszeJ_0046,Uhh9KzP8SyfWszeJ,to_s method takes number base as argument
514,248.0,252.0,रूपांतरण इस नंबर बेस पर निर्भर करता है,106319_Uhh9KzP8SyfWszeJ_0047,Uhh9KzP8SyfWszeJ,Conversion depends on this number base
515,252.0,255.0,अब इसका अभ्यास करें,106319_Uhh9KzP8SyfWszeJ_0048,Uhh9KzP8SyfWszeJ,practice it now
516,255.0,261.0,टर्मिनल पर जाएँ सबसे पहले टर्मिनल को क्लियर करें,106319_Uhh9KzP8SyfWszeJ_0049,Uhh9KzP8SyfWszeJ,go to terminal first clear the terminal
517,261.0,265.0,irb कंसोल को क्लियर करने के लिए ctrl lदबाएँ,106319_Uhh9KzP8SyfWszeJ_0050,Uhh9KzP8SyfWszeJ,press ctrl l to clear the irb console
518,265.0,272.0,अब टाइप करें y is equal to 20 और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0051,Uhh9KzP8SyfWszeJ,Now type y is equal to 20 and press enter
519,272.0,279.0,यहाँ हम एक वेरिएबल y घोषित करते हैं और उसकी वैल्यू 20 निर्धारित करते हैं,106319_Uhh9KzP8SyfWszeJ_0052,Uhh9KzP8SyfWszeJ,Here we declare a variable y and assign its value to 20
520,279.0,287.0,यहाँ हम to_f मेथड उपयोग करके y को फ्लोटिंग पॉइन्ट वैल्यू में बदलेंगे,106319_Uhh9KzP8SyfWszeJ_0053,Uhh9KzP8SyfWszeJ,Here we will convert y to floating point value using to_f method
521,287.0,295.0,टाइप करें y dot to_f  और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0054,Uhh9KzP8SyfWszeJ,type y dot to_f and press enter
522,295.0,297.0,हमें एक फ्लोट की तरह एक वैल्यू मिलती है,106319_Uhh9KzP8SyfWszeJ_0055,Uhh9KzP8SyfWszeJ,we get a value as a float
523,297.0,306.0,टाइप करें y dot to_s और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0056,Uhh9KzP8SyfWszeJ,type y dot to_s and press enter
524,306.0,310.0,हमें डबल कोट्स में आउटपुट 20 मिलता है,106319_Uhh9KzP8SyfWszeJ_0057,Uhh9KzP8SyfWszeJ,we get output 20 in double quotes
525,310.0,318.0,वेरिएबल y को बाइनरी फॉर्म में बदलने के लिए to_s मेथड में नंबर बेस 2 दें,106319_Uhh9KzP8SyfWszeJ_0058,Uhh9KzP8SyfWszeJ,"To convert the variable y into binary form, pass the number base 2 to the to_s method."
526,318.0,322.0,पिछली कमांड में जाने के लिए अप एरो की दबाएं,106319_Uhh9KzP8SyfWszeJ_0059,Uhh9KzP8SyfWszeJ,Press the up arrow key to go to the previous command
527,322.0,329.0,टाइप करें ओपनिंग ब्रैकेट 2 क्लोजिंग ब्रैकेट और एंटर दबाएं,106319_Uhh9KzP8SyfWszeJ_0060,Uhh9KzP8SyfWszeJ,Type opening bracket 2 closing bracket and press Enter
528,329.0,333.0,हमें बाइनरी फॉर्म में आउटपुट मिलता है,106319_Uhh9KzP8SyfWszeJ_0061,Uhh9KzP8SyfWszeJ,we get the output in binary form
529,333.0,339.0,इसी तरह आप variable y को octal और hexadesimal फॉर्म में भी बदल सकते हैं,106319_Uhh9KzP8SyfWszeJ_0062,Uhh9KzP8SyfWszeJ,"Similarly, you can convert the variable y into octal and hexadecimal form as well."
530,339.0,344.0,नंबर बेस को 8 या 16 में बदलकर,106319_Uhh9KzP8SyfWszeJ_0063,Uhh9KzP8SyfWszeJ,changing the number base to 8 or 16
531,344.0,347.0,अपनी slides पर वापस आते हैं,106319_Uhh9KzP8SyfWszeJ_0064,Uhh9KzP8SyfWszeJ,come back to your slides
532,347.0,351.0,अब हम सीखेंगे कि वेरिएबल स्कोप क्या होता है,106319_Uhh9KzP8SyfWszeJ_0065,Uhh9KzP8SyfWszeJ,Now we will learn what is variable scope
533,351.0,356.0,स्कोप बताता है कि वेरिएबल को प्रोग्राम में कहाँ एक्सेस कर सकते हैं,106319_Uhh9KzP8SyfWszeJ_0066,Uhh9KzP8SyfWszeJ,Scope tells where the variable can be accessed in the program
534,356.0,360.0,ruby के चार तरह के वेरिएबल स्कोप होते हैं :,106319_Uhh9KzP8SyfWszeJ_0067,Uhh9KzP8SyfWszeJ,There are four types of variable scopes in ruby:
535,360.0,362.0,लोकल local  ग्लोबल global,106319_Uhh9KzP8SyfWszeJ_0068,Uhh9KzP8SyfWszeJ,local local global global
536,362.0,364.0,इंस्टैंस instance और,106319_Uhh9KzP8SyfWszeJ_0069,Uhh9KzP8SyfWszeJ,instance instance and
537,364.0,366.0,क्लास class,106319_Uhh9KzP8SyfWszeJ_0070,Uhh9KzP8SyfWszeJ,class class
538,366.0,374.0,प्रत्येक वेरिएबल का प्रकार वेरिएबल नाम की शुरुआत में एक स्पेशल करैक्टर के द्वारा बताया जाता है,106319_Uhh9KzP8SyfWszeJ_0071,Uhh9KzP8SyfWszeJ,The type of each variable is specified by a special character at the beginning of the variable name.
539,374.0,378.0,$ ग्लोबल वेरिएबल दर्शाता है,106319_Uhh9KzP8SyfWszeJ_0072,Uhh9KzP8SyfWszeJ,$ represents global variable
540,378.0,385.0,लोअर केस लेटर और अंडरस्कोर लोकल वेरिएबल दर्शाता है,106319_Uhh9KzP8SyfWszeJ_0073,Uhh9KzP8SyfWszeJ,Lower case letter and underscore represent local variable
541,385.0,389.0,@ इंस्टैंस वेरिएबल दर्शाते है,106319_Uhh9KzP8SyfWszeJ_0074,Uhh9KzP8SyfWszeJ,@denotes instance variable
542,389.0,393.0,दो @@ सिंबल क्लास वेरिएबल दर्शाते हैं,106319_Uhh9KzP8SyfWszeJ_0075,Uhh9KzP8SyfWszeJ,two @@ symbols represent class variables
543,393.0,397.0,अपर केस लेटर्स कांस्टेंट दर्शाता है,106319_Uhh9KzP8SyfWszeJ_0076,Uhh9KzP8SyfWszeJ,upper case letters represent constants
544,397.0,402.0,इसके बारे में हम विस्तार में अगले ट्यूटोरियल में सीखेंगे,106319_Uhh9KzP8SyfWszeJ_0077,Uhh9KzP8SyfWszeJ,We will learn about this in detail in the next tutorial
545,402.0,408.0,इसके साथ हम स्पोकन ट्यूटोरियल के अंत में आ गए हैं इसको सरांशित करते हैं,106319_Uhh9KzP8SyfWszeJ_0078,Uhh9KzP8SyfWszeJ,With this we come to the end of the spoken tutorial let's sum up
546,408.0,411.0,इस टुटोरिअल में हमने सीखा,106319_Uhh9KzP8SyfWszeJ_0079,Uhh9KzP8SyfWszeJ,In this tutorial we learned
547,411.0,416.0,एक वेरिएबल घोषित करना जैसे var 1 = 10,106319_Uhh9KzP8SyfWszeJ_0080,Uhh9KzP8SyfWszeJ,declaring a variable like var 1 = 10
548,416.0,424.0,to_f  to_s मेथड्स उपयोग करके वेरिएबल टाइप बदलना,106319_Uhh9KzP8SyfWszeJ_0081,Uhh9KzP8SyfWszeJ,Changing variable type using to_f to_s methods
549,424.0,426.0,भिन्न वेरिएबल स्कोप,106319_Uhh9KzP8SyfWszeJ_0082,Uhh9KzP8SyfWszeJ,different variable scope
550,426.0,428.0,नियतकार्य के रूप में,106319_Uhh9KzP8SyfWszeJ_0083,Uhh9KzP8SyfWszeJ,as an assignment
551,428.0,434.0,एक वेरिएबल घोषित करें और इसको octal और hexadecimal फॉर्म में बदलें,106319_Uhh9KzP8SyfWszeJ_0084,Uhh9KzP8SyfWszeJ,Declare a variable and convert it to octal and hexadecimal form
552,434.0,437.0,दिए गए लिंक पर उपलब्ध विडिओ को देखें,106319_Uhh9KzP8SyfWszeJ_0085,Uhh9KzP8SyfWszeJ,Watch the video available on the given link
553,437.0,440.0,यह स्पोकन ट्यूटोरियल प्रोजेक्ट को सरांशित करता है,106319_Uhh9KzP8SyfWszeJ_0086,Uhh9KzP8SyfWszeJ,This spoken tutorial summarizes the project
554,440.0,444.0,अच्छी बैंडविड्थ न मिलने पर आप इसको डाउनलोड करके देख सकते हैं,106319_Uhh9KzP8SyfWszeJ_0087,Uhh9KzP8SyfWszeJ,"If you do not get good bandwidth, you can download and watch it"
555,444.0,447.0,spoken tutorial project team:,106319_Uhh9KzP8SyfWszeJ_0088,Uhh9KzP8SyfWszeJ,spoken tutorial project team:
556,447.0,450.0,स्पोकन ट्यूटोरियल का उपयोग करके कार्यशालाएं चलती है,106319_Uhh9KzP8SyfWszeJ_0089,Uhh9KzP8SyfWszeJ,Workshops run using spoken tutorials
557,450.0,454.0,online test pass करने वालों को प्रमाणपत्र देते हैं,106319_Uhh9KzP8SyfWszeJ_0090,Uhh9KzP8SyfWszeJ,Certificates are given to those who pass the online test
558,454.0,461.0,ज्यादा जानकारी के लिए contact@spokentutorialorg को लिखें,106319_Uhh9KzP8SyfWszeJ_0091,Uhh9KzP8SyfWszeJ,For more information write to contact@spokentutorialorg
559,461.0,465.0,स्पोकन ट्यूटोरियल प्रोजेक्ट टॉक टू अ टीचर प्रोजेक्ट का हिस्सा है,106319_Uhh9KzP8SyfWszeJ_0092,Uhh9KzP8SyfWszeJ,The spoken tutorial project is part of the Talk to a Teacher project
560,465.0,471.0,यह भारत सरकार के एमएचआरडी के आईसीटी के माध्यम से राष्ट्रीय साक्षरता मिशन द्वारा समर्थित है,106319_Uhh9KzP8SyfWszeJ_0093,Uhh9KzP8SyfWszeJ,"It is supported by National Mission on Literacy through ICT of MHRD, Government of India"
561,471.0,477.0,इस मिशन पर अधिक जानकारी दिए लिंक पर उपलब्ध है,106319_Uhh9KzP8SyfWszeJ_0094,Uhh9KzP8SyfWszeJ,More information on this mission is available at the link given
562,477.0,484.05,आई आई टी मुंबई से मैं श्रुति आर्य अब आपसे विदा लेती हूँ हमसे जुड़ने के लिए धन्यवाद,106319_Uhh9KzP8SyfWszeJ_0095,Uhh9KzP8SyfWszeJ,I Shruti Arya from IIT Bombay bid you farewell. Thank you for joining us.
